年度,日付,曜日,週末/祝日,球場,試合時間,ホーム球団,ビジター球団,ホーム得点,ビジター得点,ホーム安打,ビジター安打,ホーム失策,ビジター失策,ホームラン_ホーム,ホームラン_ビジター,ホームラン合計,HR詳細_ホーム,HR詳細_ビジター,ホーム勝利,得点差,逆転あり,サヨナラ,延長戦,リード変化回数,最終得点イニング,イニング別得点,勝利投手,敗戦投手,セーブ投手,URL
2022,2022年8月21日（日）,日,1,横　浜,3時間4分,横浜DeNAベイスターズ,広島東洋カープ,3,0,7,6,0,0,3,0,3,楠本4号（1回ソロ大道）、京山1号（2回ソロ大道）、牧20号（3回ソロ大道）,,1,3,0,1,0,0,3,"1(0),1(0),1(0),0(0),0(0),0(0),0(0),0(0),x(0)",京山（2勝1敗）,大道（0勝1敗）,山﨑（29セ）,https://npb.jp/scores/2022/0821/db-c-20/
2022,2022年8月21日（日）,日,1,楽天生命パーク,2時間40分,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,1,0,7,1,0,0,0,0,0,,,1,1,0,1,0,0,5,"0(0),0(0),0(0),0(0),1(0),0(0),0(0),0(0),x(0)",藤平（1勝0敗）,小島（2勝9敗）,松井裕（26セ）,https://npb.jp/scores/2022/0821/e-m-20/
2022,2022年8月21日（日）,日,1,東京ドーム,3時間31分,読売ジャイアンツ,阪神タイガース,1,6,6,16,1,0,1,0,1,岡本和24号（7回ソロ才木）,,0,5,0,0,0,0,8,"0(2),0(0),0(0),0(1),0(0),0(1),1(0),0(2),0(0)",才木（3勝1敗）,シューメーカー（4勝8敗）,,https://npb.jp/scores/2022/0821/g-t-21/
2022,2022年8月21日（日）,日,1,PayPayドーム,2時間45分,福岡ソフトバンクホークス,北海道日本ハムファイターズ,5,1,8,5,0,1,4,0,4,デスパイネ7号（2回ソロ加藤）、野村勇9号（3回2ラン加藤）、柳田16号（6回ソロ加藤）、野村勇10号（8回ソロ井口）,,1,4,0,1,0,0,8,"0(0),1(0),2(0),0(0),0(1),1(0),0(0),1(0),x(0)",和田（4勝4敗）,加藤（5勝5敗）,,https://npb.jp/scores/2022/0821/h-f-21/
2022,2022年8月21日（日）,日,1,ベルーナドーム,3時間23分,埼玉西武ライオンズ,オリックス・バファローズ,3,1,12,3,0,0,0,1,1,,頓宮5号（2回ソロエンス）,1,2,0,1,0,0,5,"2(0),0(1),0(0),0(0),1(0),0(0),0(0),0(0),x(0)",エンス（8勝6敗）,椋木（2勝1敗）,増田（25セ）,https://npb.jp/scores/2022/0821/l-b-21/
2022,2022年8月23日（火）,火,0,楽天生命パーク,3時間34分,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,6,15,16,20,0,0,0,1,1,,ガルビス2号（6回満塁石橋）,0,9,0,0,0,0,8,"1(4),0(0),0(2),0(0),0(2),0(5),5(0),0(2),0(0)",石川（5勝7敗）,則本（7勝8敗）,,https://npb.jp/scores/2022/0823/e-h-16/
2022,2022年8月23日（火）,火,0,釧　路,3時間6分,北海道日本ハムファイターズ,オリックス・バファローズ,0,0,5,7,1,1,0,0,0,,,0,0,0,0,0,0,0,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),(),()",,,,https://npb.jp/scores/2022/0823/f-b-20/
2022,2022年8月23日（火）,火,0,東京ドーム,2時間55分,読売ジャイアンツ,中日ドラゴンズ,6,0,11,3,1,0,1,0,1,丸24号（7回2ラン橋本）,,1,6,0,1,0,0,7,"2(0),0(0),0(0),0(0),2(0),0(0),2(0),0(0),x(0)",菅野（7勝6敗）,勝野（0勝2敗）,,https://npb.jp/scores/2022/0823/g-d-18/
2022,2022年8月23日（火）,火,0,ZOZOマリン,3時間10分,千葉ロッテマリーンズ,埼玉西武ライオンズ,4,5,8,12,0,0,0,0,0,,,0,1,0,0,0,0,8,"0(2),0(0),0(0),0(1),0(1),3(1),0(0),1(0),0(0)",髙橋光成（8勝7敗）,石川（6勝5敗）,増田（26セ）,https://npb.jp/scores/2022/0823/m-l-20/
2022,2022年8月23日（火）,火,0,神　宮,3時間34分,東京ヤクルトスワローズ,広島東洋カープ,5,4,9,10,1,0,1,1,2,村上45号（6回3ラン島内）,マクブルーム14号（1回3ラン石川）,1,1,1,1,0,1,6,"0(3),0(0),0(0),1(0),1(0),3(1),0(0),0(0),x(0)",木澤（7勝3敗）,島内（0勝3敗）,マクガフ（31セ）,https://npb.jp/scores/2022/0823/s-c-19/
2022,2022年8月23日（火）,火,0,京セラD大阪,3時間23分,阪神タイガース,横浜DeNAベイスターズ,0,4,6,12,0,0,0,1,1,,佐野17号（9回ソロ小林）,0,4,0,0,0,0,9,"0(1),0(1),0(1),0(0),0(0),0(0),0(0),0(0),0(1)",今永（8勝3敗）,青柳（12勝3敗）,,https://npb.jp/scores/2022/0823/t-db-20/
2022,2022年8月24日（水）,水,0,楽天生命パーク,4時間19分,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,3,4,9,8,0,1,0,1,1,,正木1号（4回ソロ辛島）,0,1,1,0,1,1,11,"1(0),0(0),0(0),0(3),0(0),0(0),2(0),0(0),0(0),0(0),0(1)",甲斐野（1勝0敗）,ブセニッツ（2勝1敗）,津森（1セ）,https://npb.jp/scores/2022/0824/e-h-17/
2022,2022年8月24日（水）,水,0,帯　広,3時間16分,北海道日本ハムファイターズ,オリックス・バファローズ,4,5,6,8,3,1,1,1,2,近藤6号（9回ソロ平野佳）,中川圭3号（5回2ラン上原）,0,1,1,0,0,1,9,"0(0),0(0),0(0),3(2),0(3),0(0),0(0),0(0),1(0)",山﨑福（4勝6敗）,上原（3勝5敗）,平野佳（27セ）,https://npb.jp/scores/2022/0824/f-b-21/
2022,2022年8月24日（水）,水,0,東京ドーム,3時間10分,読売ジャイアンツ,中日ドラゴンズ,1,4,5,11,2,1,0,0,0,,,0,3,0,0,0,0,8,"0(2),0(0),0(1),0(0),0(0),0(0),0(0),1(1),0(0)",松葉（6勝4敗）,井上（0勝1敗）,R.マルティネス（28セ）,https://npb.jp/scores/2022/0824/g-d-19/
2022,2022年8月24日（水）,水,0,ZOZOマリン,3時間34分,千葉ロッテマリーンズ,埼玉西武ライオンズ,5,2,10,8,1,1,0,2,2,,外崎9号（5回ソロ美馬）、中村9号（6回ソロ西野）,1,3,0,1,0,0,8,"0(0),0(0),0(0),2(0),0(1),0(1),2(0),1(0),x(0)",唐川（1勝0敗）,隅田（1勝8敗）,オスナ（3セ）,https://npb.jp/scores/2022/0824/m-l-21/
2022,2022年8月24日（水）,水,0,神　宮,3時間22分,東京ヤクルトスワローズ,広島東洋カープ,6,2,9,6,0,0,0,2,2,,西川8号（1回ソロ高梨）、大盛1号（5回ソロ高梨）,1,4,1,1,0,1,6,"0(1),0(0),1(0),2(0),1(1),2(0),0(0),0(0),x(0)",高梨（7勝6敗）,九里（5勝8敗）,,https://npb.jp/scores/2022/0824/s-c-20/
2022,2022年8月24日（水）,水,0,京セラD大阪,3時間9分,阪神タイガース,横浜DeNAベイスターズ,0,4,6,6,0,0,0,1,1,,桑原3号（7回満塁伊藤将）,0,4,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),0(0),0(4),0(0),0(0)",濵口（6勝4敗）,伊藤将（8勝5敗）,山﨑（30セ）,https://npb.jp/scores/2022/0824/t-db-21/
2022,2022年8月25日（木）,木,0,楽天生命パーク,3時間8分,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,7,5,6,11,0,0,0,0,0,,,1,2,0,1,0,0,2,"7(4),0(1),0(0),0(0),0(0),0(0),0(0),0(0),x(0)",鈴木翔（1勝3敗）,板東（1勝1敗）,松井裕（27セ）,https://npb.jp/scores/2022/0825/e-h-18/
2022,2022年8月25日（木）,木,0,東京ドーム,2時間54分,読売ジャイアンツ,中日ドラゴンズ,2,1,4,6,1,0,0,0,0,,,1,1,0,1,0,0,5,"0(0),0(0),0(0),1(0),1(1),0(0),0(0),0(0),x(0)",戸郷（11勝6敗）,髙橋宏（4勝5敗）,大勢（29セ）,https://npb.jp/scores/2022/0825/g-d-20/
2022,2022年8月25日（木）,木,0,ZOZOマリン,3時間24分,千葉ロッテマリーンズ,埼玉西武ライオンズ,6,5,11,7,0,0,2,3,5,小川1号（6回ソロ松本）、佐藤都7号（7回ソロ松本）,外崎10号（1回ソロ鈴木）、源田2号（5回ソロ廣畑）、栗山3号（8回ソロゲレーロ）,1,1,1,0,0,0,8,"0(1),0(1),0(0),0(1),0(1),2(0),1(0),2(1),1x(0)",オスナ（3勝0敗）,増田（2勝3敗）,,https://npb.jp/scores/2022/0825/m-l-22/
2022,2022年8月25日（木）,木,0,神　宮,3時間43分,東京ヤクルトスワローズ,広島東洋カープ,2,3,8,6,0,0,0,0,0,,,0,1,0,0,1,0,10,"0(1),0(0),0(0),0(1),1(0),0(0),1(0),0(0),0(0),0(1)",松本（2勝2敗）,梅野（3勝3敗）,栗林（24セ）,https://npb.jp/scores/2022/0825/s-c-21/
2022,2022年8月25日（木）,木,0,京セラD大阪,3時間12分,阪神タイガース,横浜DeNAベイスターズ,5,0,11,9,0,1,0,0,0,,,1,5,0,1,0,0,7,"1(0),0(0),3(0),0(0),0(0),0(0),1(0),0(0),x(0)",西純（5勝2敗）,ロメロ（4勝7敗）,,https://npb.jp/scores/2022/0825/t-db-22/
2022,2022年8月26日（金）,金,0,京セラD大阪,3時間35分,オリックス・バファローズ,埼玉西武ライオンズ,2,3,5,6,1,0,0,1,1,,山川36号（7回ソロ山本）,0,1,1,0,1,1,10,"0(0),0(0),0(0),2(1),0(0),0(0),0(1),0(0),0(0),0(1)",今井（4勝1敗）,近藤（1勝4敗）,増田（27セ）,https://npb.jp/scores/2022/0826/b-l-22/
2022,2022年8月26日（金）,金,0,マツダスタジアム,3時間22分,広島東洋カープ,読売ジャイアンツ,3,4,12,10,0,0,1,0,1,マクブルーム15号（3回ソロ山﨑伊）,,0,1,0,0,0,0,7,"1(3),0(0),2(0),0(0),0(0),0(0),0(1),0(0),0(0)",鍵谷（1勝0敗）,森浦（1勝4敗）,大勢（30セ）,https://npb.jp/scores/2022/0826/c-g-22/
2022,2022年8月26日（金）,金,0,バンテリンドーム,3時間26分,中日ドラゴンズ,阪神タイガース,5,2,14,11,0,0,0,0,0,,,1,3,0,1,0,0,6,"1(0),1(0),1(0),1(0),0(0),1(2),0(0),0(0),x(0)",大野雄（6勝7敗）,西勇（9勝8敗）,R.マルティネス（29セ）,https://npb.jp/scores/2022/0826/d-t-21/
2022,2022年8月26日（金）,金,0,横　浜,3時間3分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,3,6,7,11,0,0,2,3,5,戸柱3号（6回ソロサイスニード）、牧21号（6回2ランサイスニード）,村上46号（6回3ラン大貫）、オスナ14号（6回2ラン宮國）、村上47号（7回ソロ三上）,0,3,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),3(5),0(1),0(0),0(0)",サイスニード（7勝5敗）,大貫（10勝5敗）,マクガフ（32セ）,https://npb.jp/scores/2022/0826/db-s-17/
2022,2022年8月26日（金）,金,0,札幌ドーム,3時間39分,北海道日本ハムファイターズ,福岡ソフトバンクホークス,0,10,5,13,3,1,0,1,1,,海野1号（9回ソロ北山）,0,10,0,0,0,0,9,"0(0),0(3),0(0),0(0),0(3),0(0),0(0),0(3),0(1)",東浜（8勝6敗）,伊藤（9勝9敗）,,https://npb.jp/scores/2022/0826/f-h-22/
2022,2022年8月26日（金）,金,0,ZOZOマリン,2時間35分,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,2,0,6,3,1,0,1,0,1,荻野5号（3回ソロ岸）,,1,2,0,1,0,0,8,"0(0),0(0),1(0),0(0),0(0),0(0),0(0),1(0),x(0)",佐々木朗（8勝3敗）,岸（7勝8敗）,オスナ（4セ）,https://npb.jp/scores/2022/0826/m-e-21/
2022,2022年8月27日（土）,土,1,京セラD大阪,2時間26分,オリックス・バファローズ,埼玉西武ライオンズ,6,0,10,4,0,1,1,0,1,宗4号（1回2ラン與座）,,1,6,0,1,0,0,6,"2(0),0(0),0(0),0(0),3(0),1(0),0(0),0(0),x(0)",宮城（9勝6敗）,與座（9勝5敗）,,https://npb.jp/scores/2022/0827/b-l-23/
2022,2022年8月27日（土）,土,1,マツダスタジアム,3時間11分,広島東洋カープ,読売ジャイアンツ,6,4,8,7,0,1,3,1,4,坂倉11号（2回ソロ直江）、西川9号（4回ソロ直江）、矢野2号（5回ソロ鍬原）,中田16号（4回2ラン遠藤）,1,2,0,1,0,0,8,"0(0),1(0),0(0),2(2),1(0),0(0),0(0),2(2),x(0)",ケムナ（4勝0敗）,クロール（1勝1敗）,栗林（25セ）,https://npb.jp/scores/2022/0827/c-g-23/
2022,2022年8月27日（土）,土,1,バンテリンドーム,3時間16分,中日ドラゴンズ,阪神タイガース,1,5,5,10,1,0,0,0,0,,,0,4,0,0,0,0,8,"0(3),0(0),1(0),0(0),0(0),0(0),0(0),0(2),0(0)",藤浪（2勝2敗）,小笠原（6勝8敗）,,https://npb.jp/scores/2022/0827/d-t-22/
2022,2022年8月27日（土）,土,1,横　浜,3時間49分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,16,7,23,1,0,2,7,9,牧22号（6回ソロ小川）、宮﨑9号（6回ソロ小川）,キブレハン1号（3回ソロ石田）、オスナ15号（4回3ランガゼルマン）、キブレハン2号（7回ソロ宮國）、サンタナ13号（7回2ラン宮國）、内山壮2号（7回ソロ宮國）、キブレハン3号（8回ソロ坂本）、村上48号（8回ソロ坂本）,0,12,1,0,0,1,8,"1(0),0(0),0(3),0(4),0(2),2(0),1(5),0(2),0(0)",小川（6勝7敗）,石田（4勝3敗）,,https://npb.jp/scores/2022/0827/db-s-18/
2022,2022年8月27日（土）,土,1,札幌ドーム,2時間44分,北海道日本ハムファイターズ,福岡ソフトバンクホークス,2,0,4,0,0,0,1,0,1,万波13号（2回ソロ武田）,,1,2,0,1,0,0,2,"1(0),1(0),0(0),0(0),0(0),0(0),0(0),0(0),x(0)",ポンセ（3勝4敗）,武田（2勝1敗）,,https://npb.jp/scores/2022/0827/f-h-23/
2022,2022年8月27日（土）,土,1,ZOZOマリン,3時間2分,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,3,11,8,17,1,0,1,1,2,安田4号（6回2ラン田中将）,鈴木大5号（8回ソロ佐々木千）,0,8,0,0,0,0,8,"0(2),0(1),0(0),1(6),0(0),2(0),0(1),0(1),0(0)",田中将（8勝9敗）,ロメロ（8勝8敗）,,https://npb.jp/scores/2022/0827/m-e-22/
2022,2022年8月28日（日）,日,1,京セラD大阪,3時間41分,オリックス・バファローズ,埼玉西武ライオンズ,4,10,8,16,1,1,1,1,2,中川圭4号（6回3ランエンス）,山川37号（8回2ラン本田）,0,6,1,0,0,1,8,"1(0),0(0),0(0),0(5),0(1),3(1),0(1),0(2),0(0)",エンス（9勝6敗）,山﨑福（4勝7敗）,,https://npb.jp/scores/2022/0828/b-l-24/
2022,2022年8月28日（日）,日,1,マツダスタジアム,3時間48分,広島東洋カープ,読売ジャイアンツ,6,4,8,8,0,2,1,1,2,坂倉12号（3回2ラン赤星）,ポランコ19号（4回2ラン大道）,1,2,0,1,0,0,6,"2(2),0(0),2(0),0(2),1(0),1(0),0(0),0(0),x(0)",塹江（3勝2敗）,今村（1勝3敗）,栗林（26セ）,https://npb.jp/scores/2022/0828/c-g-24/
2022,2022年8月28日（日）,日,1,バンテリンドーム,3時間17分,中日ドラゴンズ,阪神タイガース,4,1,7,7,0,0,0,0,0,,,1,3,0,1,0,0,9,"0(0),0(0),0(0),0(0),0(0),3(0),1(0),0(0),x(1)",柳（8勝9敗）,森木（0勝1敗）,R.マルティネス（30セ）,https://npb.jp/scores/2022/0828/d-t-23/
2022,2022年8月28日（日）,日,1,横　浜,4時間3分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,5,7,10,1,0,0,2,2,,山田20号（3回ソロ京山）、村上49号（7回ソロエスコバー）,0,1,0,0,0,0,7,"0(0),0(2),1(1),0(0),0(1),3(0),0(1),0(0),0(0)",梅野（4勝3敗）,エスコバー（4勝1敗）,マクガフ（33セ）,https://npb.jp/scores/2022/0828/db-s-19/
2022,2022年8月28日（日）,日,1,札幌ドーム,3時間20分,北海道日本ハムファイターズ,福岡ソフトバンクホークス,0,6,5,11,0,0,0,1,1,,正木2号（3回ソロ加藤）,0,6,0,0,0,0,7,"0(0),0(0),0(1),0(0),0(0),0(1),0(4),0(0),0(0)",千賀（9勝4敗）,加藤（5勝6敗）,,https://npb.jp/scores/2022/0828/f-h-24/
2022,2022年8月28日（日）,日,1,ZOZOマリン,2時間58分,千葉ロッテマリーンズ,東北楽天ゴールデンイーグルス,9,2,13,8,0,2,4,1,5,井上3号（1回2ラン早川）、岡6号（3回ソロ早川）、安田5号（5回2ラン早川）、佐藤都8号（5回ソロ早川）,島内13号（8回ソロ廣畑）,1,7,0,1,0,0,8,"3(0),1(0),1(1),0(0),3(0),0(0),1(0),0(1),x(0)",小島（3勝9敗）,早川（5勝7敗）,,https://npb.jp/scores/2022/0828/m-e-23/
2022,2022年8月29日（月）,月,0,京セラD大阪,3時間6分,福岡ソフトバンクホークス,千葉ロッテマリーンズ,2,3,6,9,0,0,0,1,1,,髙部3号（1回ソロ奥村）,0,1,1,0,0,1,7,"2(1),0(0),0(0),0(0),0(0),0(1),0(1),0(0),0(0)",東條（4勝2敗）,津森（4勝6敗）,オスナ（5セ）,https://npb.jp/scores/2022/0829/h-m-18/
2022,2022年8月30日（火）,火,0,横　浜,3時間9分,横浜DeNAベイスターズ,中日ドラゴンズ,6,0,14,4,0,0,2,0,2,牧23号（5回ソロ藤嶋）、オースティン1号（8回ソロ根尾）,,1,6,0,1,0,0,8,"0(0),0(0),2(0),1(0),1(0),0(0),0(0),2(0),x(0)",今永（9勝3敗）,松葉（6勝5敗）,,https://npb.jp/scores/2022/0830/db-d-17/
2022,2022年8月30日（火）,火,0,楽天生命パーク,3時間23分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,4,8,7,0,1,0,0,0,,,0,1,1,0,0,1,9,"1(0),0(0),0(0),2(2),0(0),0(0),0(0),0(0),0(2)",比嘉（4勝0敗）,松井裕（1勝3敗）,平野佳（28セ）,https://npb.jp/scores/2022/0830/e-b-18/
2022,2022年8月30日（火）,火,0,京セラD大阪,3時間40分,読売ジャイアンツ,東京ヤクルトスワローズ,2,4,6,7,0,1,0,1,1,,山田21号（3回2ラン菅野）,0,2,0,0,1,0,11,"0(0),0(0),1(2),0(0),0(0),0(0),1(0),0(0),0(0),0(0),0(2)",木澤（8勝3敗）,今村（1勝4敗）,マクガフ（34セ）,https://npb.jp/scores/2022/0830/g-s-22/
2022,2022年8月30日（火）,火,0,ベルーナドーム,2時間38分,埼玉西武ライオンズ,北海道日本ハムファイターズ,3,1,5,7,0,0,2,0,2,森6号（4回ソロ上沢）、呉4号（4回ソロ上沢）,,1,2,0,1,0,0,4,"0(0),1(0),0(1),2(0),0(0),0(0),0(0),0(0),x(0)",髙橋光成（9勝7敗）,上沢（6勝7敗）,増田（28セ）,https://npb.jp/scores/2022/0830/l-f-20/
2022,2022年8月30日（火）,火,0,甲子園,2時間59分,阪神タイガース,広島東洋カープ,1,0,7,4,0,0,1,0,1,大山23号（8回ソロターリー）,,1,1,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),1(0),x(0)",湯浅（2勝3敗）,ターリー（2勝3敗）,ケラー（2セ）,https://npb.jp/scores/2022/0830/t-c-19/
2022,2022年8月31日（水）,水,0,横　浜,3時間7分,横浜DeNAベイスターズ,中日ドラゴンズ,3,2,7,6,1,0,2,1,3,ソト14号（2回ソロ勝野）、戸柱4号（5回ソロ勝野）,阿部8号（2回ソロ濵口）,1,1,1,1,0,1,6,"0(0),1(1),0(1),0(0),1(0),1(0),0(0),0(0),x(0)",濵口（7勝4敗）,勝野（0勝3敗）,山﨑（31セ）,https://npb.jp/scores/2022/0831/db-d-18/
2022,2022年8月31日（水）,水,0,楽天生命パーク,3時間7分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,8,7,11,1,0,1,3,4,浅村21号（1回2ラン田嶋）,頓宮6号（2回2ラン辛島）、頓宮7号（3回3ラン辛島）、山足1号（6回ソロ鈴木翔）,0,5,1,0,0,1,8,"2(0),1(2),0(4),0(0),0(0),0(1),0(0),0(1),0(0)",田嶋（9勝3敗）,辛島（4勝3敗）,,https://npb.jp/scores/2022/0831/e-b-19/
2022,2022年8月31日（水）,水,0,京セラD大阪,5時間28分,読売ジャイアンツ,東京ヤクルトスワローズ,8,8,12,10,0,1,1,3,4,岡本和25号（2回2ラン高梨）,オスナ16号（2回2ラン井上）、サンタナ14号（4回ソロ井上）、山田22号（6回ソロ高木）,0,0,1,0,1,0,7,"0(0),4(2),0(0),0(2),3(0),0(2),1(2),0(0),0(0),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0831/g-s-23/
2022,2022年8月31日（水）,水,0,PayPayドーム,3時間7分,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,3,9,9,1,0,0,1,1,,安田6号（8回ソロ泉）,0,3,0,0,0,0,8,"0(0),0(0),0(0),0(2),0(0),0(0),0(0),0(1),0(0)",石川（7勝5敗）,石川（5勝8敗）,オスナ（6セ）,https://npb.jp/scores/2022/0831/h-m-19/
2022,2022年8月31日（水）,水,0,ベルーナドーム,3時間26分,埼玉西武ライオンズ,北海道日本ハムファイターズ,2,4,5,10,1,2,0,0,0,,,0,2,0,0,0,0,7,"0(2),0(0),0(0),0(0),2(0),0(0),0(2),0(0),0(0)",吉田（2勝3敗）,水上（4勝4敗）,石川直（3セ）,https://npb.jp/scores/2022/0831/l-f-21/
2022,2022年8月31日（水）,水,0,甲子園,3時間30分,阪神タイガース,広島東洋カープ,6,5,11,8,0,0,0,1,1,,菊池涼6号（5回3ラン伊藤将）,1,1,1,1,0,1,7,"0(0),0(0),0(1),4(0),1(4),0(0),1(0),0(0),x(0)",浜地（1勝2敗）,森浦（1勝5敗）,ケラー（3セ）,https://npb.jp/scores/2022/0831/t-c-20/
2022,2022年9月1日（木）,木,0,横　浜,3時間12分,横浜DeNAベイスターズ,中日ドラゴンズ,7,0,14,7,0,2,1,0,1,桑原4号（3回2ラン上田）,,1,7,0,1,0,0,8,"0(0),0(0),2(0),1(0),0(0),1(0),2(0),1(0),x(0)",ロメロ（5勝7敗）,上田（0勝4敗）,,https://npb.jp/scores/2022/0901/db-d-19/
2022,2022年9月1日（木）,木,0,楽天生命パーク,4時間5分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,11,8,10,12,1,3,2,1,3,浅村22号（1回2ランビドル）、島内14号（4回満塁村西）,頓宮8号（3回ソロ安樂）,1,3,1,1,0,2,9,"2(2),2(1),0(2),5(0),0(0),2(0),0(1),0(0),x(2)",安樂（5勝1敗）,ビドル（4勝5敗）,松井裕（28セ）,https://npb.jp/scores/2022/0901/e-b-20/
2022,2022年9月1日（木）,木,0,PayPayドーム,3時間20分,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,7,4,8,1,0,0,2,2,,井上4号（2回ソロレイ）、中村奨10号（9回2ラン尾形）,0,7,0,0,0,0,9,"0(0),0(1),0(3),0(0),0(0),0(0),0(0),0(0),0(3)",美馬（7勝6敗）,レイ（5勝4敗）,,https://npb.jp/scores/2022/0901/h-m-20/
2022,2022年9月1日（木）,木,0,甲子園,2時間26分,阪神タイガース,広島東洋カープ,8,0,13,3,1,3,1,0,1,近本2号（5回ソロ野村）,,1,8,0,0,0,0,5,"0(0),0(0),1(0),0(0),2(0),5x(0),(),(),()",才木（4勝1敗）,野村（2勝3敗）,,https://npb.jp/scores/2022/0901/t-c-21/
2022,2022年9月2日（金）,金,0,マツダスタジアム,3時間1分,広島東洋カープ,横浜DeNAベイスターズ,2,0,8,7,0,0,0,0,0,,,1,2,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),1(0),0(0),1(0),x(0)",大瀬良（8勝7敗）,大貫（10勝6敗）,栗林（27セ）,https://npb.jp/scores/2022/0902/c-db-21/
2022,2022年9月2日（金）,金,0,楽天生命パーク,3時間15分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,1,3,8,7,0,0,1,1,2,小郷1号（3回ソロ伊藤）,万波14号（5回ソロ岸）,0,2,1,0,0,1,6,"0(0),0(0),1(0),0(1),0(1),0(1),0(0),0(0),0(0)",伊藤（10勝9敗）,岸（7勝9敗）,石川直（4セ）,https://npb.jp/scores/2022/0902/e-f-20/
2022,2022年9月2日（金）,金,0,PayPayドーム,3時間32分,福岡ソフトバンクホークス,埼玉西武ライオンズ,4,0,7,6,0,1,1,0,1,今宮4号（5回ソロ松本）,,1,4,0,1,0,0,7,"0(0),0(0),0(0),0(0),1(0),1(0),2(0),0(0),x(0)",東浜（9勝6敗）,松本（6勝5敗）,,https://npb.jp/scores/2022/0902/h-l-18/
2022,2022年9月2日（金）,金,0,ZOZOマリン,2時間16分,千葉ロッテマリーンズ,オリックス・バファローズ,0,1,4,4,0,0,0,0,0,,,0,1,0,0,0,0,5,"0(0),0(0),0(0),0(0),0(1),0(0),0(0),0(0),0(0)",山﨑福（5勝7敗）,佐々木朗（8勝4敗）,阿部（1セ）,https://npb.jp/scores/2022/0902/m-b-20/
2022,2022年9月2日（金）,金,0,神　宮,3時間20分,東京ヤクルトスワローズ,中日ドラゴンズ,5,0,7,4,0,1,1,0,1,村上50号（3回3ラン大野雄）,,1,5,0,1,0,0,7,"0(0),0(0),3(0),1(0),0(0),0(0),1(0),0(0),x(0)",サイスニード（8勝5敗）,大野雄（6勝8敗）,,https://npb.jp/scores/2022/0902/s-d-19/
2022,2022年9月2日（金）,金,0,甲子園,4時間4分,阪神タイガース,読売ジャイアンツ,2,2,11,11,0,0,0,0,0,,,0,0,1,0,1,0,9,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),2(0),0(2),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0902/t-g-22/
2022,2022年9月3日（土）,土,1,マツダスタジアム,3時間7分,広島東洋カープ,横浜DeNAベイスターズ,4,0,10,5,0,2,0,0,0,,,1,4,0,1,0,0,7,"0(0),0(0),1(0),0(0),2(0),0(0),1(0),0(0),x(0)",遠藤（4勝6敗）,石田（4勝4敗）,,https://npb.jp/scores/2022/0903/c-db-22/
2022,2022年9月3日（土）,土,1,楽天生命パーク,3時間59分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,5,4,8,9,0,0,2,1,3,浅村23号（4回ソロポンセ）、山﨑2号（5回ソロポンセ）,アルカンタラ12号（6回2ラン田中将）,1,1,1,0,1,1,7,"0(0),0(0),0(0),1(0),2(0),0(4),1(0),0(0),0(0),1x(0)",安樂（6勝1敗）,堀（1勝3敗）,,https://npb.jp/scores/2022/0903/e-f-21/
2022,2022年9月3日（土）,土,1,PayPayドーム,3時間10分,福岡ソフトバンクホークス,埼玉西武ライオンズ,5,2,9,4,0,1,2,2,4,今宮5号（2回ソロ與座）、デスパイネ8号（3回2ラン與座）,森7号（1回ソロ板東）、中村10号（7回ソロ板東）,1,3,0,1,0,1,7,"0(1),1(0),2(0),1(0),1(0),0(0),0(1),0(0),x(0)",板東（2勝1敗）,與座（9勝6敗）,モイネロ（19セ）,https://npb.jp/scores/2022/0903/h-l-19/
2022,2022年9月3日（土）,土,1,ZOZOマリン,2時間42分,千葉ロッテマリーンズ,オリックス・バファローズ,3,4,5,8,0,0,0,0,0,,,0,1,0,0,0,0,7,"0(0),0(0),0(0),0(1),0(0),0(3),3(0),0(0),0(0)",山本（12勝5敗）,ロメロ（8勝9敗）,,https://npb.jp/scores/2022/0903/m-b-21/
